Landing Page,Source,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate
/loi/adev,google,"1,623",61.86%,"1,004",8.07%,7.3,0:03:16,0,$0.00,0.00%
/loi/adev,(direct),509,60.12%,306,4.32%,7.99,0:04:04,0,$0.00,0.00%
/loi/adev,bing,51,70.59%,36,0.00%,4.57,0:02:02,0,$0.00,0.00%
/loi/adev,adb.org,44,50.00%,22,50.00%,1.98,0:05:06,0,$0.00,0.00%
/loi/adev,jesusfelipe.com,36,80.56%,29,19.44%,1.83,<00:00:01,0,$0.00,0.00%
/loi/adev,asean-cites.org,29,51.72%,15,24.14%,11.79,0:01:55,0,$0.00,0.00%
/loi/adev,cn.bing.com,29,24.14%,7,0.00%,5.03,0:01:51,0,$0.00,0.00%
/loi/adev,doaj.org,22,31.82%,7,0.00%,47,0:14:58,0,$0.00,0.00%
/loi/adev,park.itc.u-tokyo.ac.jp,22,68.18%,15,0.00%,2.64,0:00:45,0,$0.00,0.00%
/loi/adev,10.0.0.7,15,100.00%,15,0.00%,2.93,0:00:08,0,$0.00,0.00%
/loi/adev,Facebook,15,100.00%,15,46.67%,1.47,0:00:00,0,$0.00,0.00%
/loi/adev,mail.google.com,15,46.67%,7,0.00%,9.73,0:08:18,0,$0.00,0.00%
/loi/adev,sites.google.com,15,100.00%,15,0.00%,2.93,0:00:52,0,$0.00,0.00%
/loi/adev,staging.www.mitpressjournals.org,15,0.00%,0,0.00%,8.27,0:11:30,0,$0.00,0.00%
/loi/adev,transacl.org,15,0.00%,0,0.00%,244.07,1:16:35,0,$0.00,0.00%
/loi/adev,twitter,15,46.67%,7,0.00%,1.93,0:00:03,0,$0.00,0.00%
/loi/adev,baidu,7,100.00%,7,0.00%,6.29,0:00:21,0,$0.00,0.00%
/loi/adev,coreej.cceu.org.cn:3410,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/adev,efm.aeaweb.org,7,100.00%,7,0.00%,4.14,0:00:57,0,$0.00,0.00%
/loi/adev,en.m.wikipedia.org,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/adev,en.ruc.findplus.cn,7,100.00%,7,0.00%,4.14,0:01:12,0,$0.00,0.00%
/loi/adev,en.wikipedia.org,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/adev,jira.atypon.com,7,0.00%,0,0.00%,3.14,0:00:16,0,$0.00,0.00%
/loi/adev,k-nexus.adb.org,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/adev,login.proxy.library.ucsb.edu:9443,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/adev,m.facebook.com,7,100.00%,7,0.00%,3.14,0:00:45,0,$0.00,0.00%
/loi/adev,meta.lib.ncu.edu.tw:3443,7,0.00%,0,0.00%,35.29,0:17:37,0,$0.00,0.00%
/loi/adev,mit-stag.literatumonline.com,7,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/adev,rsf.research.ac.ir,7,100.00%,7,0.00%,2.14,0:07:27,0,$0.00,0.00%
/loi/adev,scholar.google.ca,7,0.00%,0,0.00%,3.14,0:00:07,0,$0.00,0.00%
/loi/adev,scholar.google.com,7,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/adev,search.crossref.org,7,0.00%,0,0.00%,86.29,0:09:15,0,$0.00,0.00%
/loi/adev,sfx.lib.uts.edu.au,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/adev,uap-asia-primo.hosted.exlibrisgroup.com,7,100.00%,7,0.00%,4.14,0:00:31,0,$0.00,0.00%
/loi/adev,ulrichsweb.serialssolutions.com.ezproxy.lib.ouhk.edu.hk,7,100.00%,7,0.00%,2.14,0:00:07,0,$0.00,0.00%
/loi/afar,Facebook,968,87.19%,844,77.48%,1.38,0:00:12,0,$0.00,0.00%
/loi/afar,adwords,830,70.12%,582,77.11%,1.31,0:00:13,0,$0.00,0.00%
/loi/afar,(direct),560,75.36%,422,1.25%,7.86,0:04:02,0,$0.00,0.00%
/loi/afar,ru.ac.za,124,0.00%,0,0.00%,27.53,0:17:20,0,$0.00,0.00%
/loi/afar,google,87,0.00%,0,0.00%,6.53,0:04:09,0,$0.00,0.00%
/loi/afar,va4sq7xf7r.search.serialssolutions.com,44,15.91%,7,0.00%,2.64,0:00:27,0,$0.00,0.00%
/loi/afar,go.galegroup.com,36,100.00%,36,0.00%,3.22,0:04:35,0,$0.00,0.00%
/loi/afar,jira.atypon.com,36,0.00%,0,0.00%,50.14,0:12:09,0,$0.00,0.00%
/loi/afar,ejournals.ebsco.com,29,51.72%,15,24.14%,6.52,0:00:40,0,$0.00,0.00%
/loi/afar,lib.bift.edu.cn,29,75.86%,22,51.72%,3.28,0:01:01,0,$0.00,0.00%
/loi/afar,resolver.ebscohost.com,29,75.86%,22,0.00%,6.03,0:00:28,0,$0.00,0.00%
/loi/afar,ezb.uni-regensburg.de,22,68.18%,15,0.00%,7.95,0:04:02,0,$0.00,0.00%
/loi/afar,jstor.org,22,31.82%,7,0.00%,2.32,0:02:53,0,$0.00,0.00%
/loi/afar,mitpressjournals.org,22,0.00%,0,0.00%,47.95,0:25:26,0,$0.00,0.00%
/loi/afar,web.b.ebscohost.com,22,31.82%,7,31.82%,3,0:00:09,0,$0.00,0.00%
/loi/afar,10.0.0.7,15,0.00%,0,0.00%,2.93,0:00:57,0,$0.00,0.00%
/loi/afar,admin.ebscohost.com,15,46.67%,7,0.00%,2.4,0:01:05,0,$0.00,0.00%
/loi/afar,anet.be,15,46.67%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/afar,bing,15,100.00%,15,0.00%,1.93,0:00:00,0,$0.00,0.00%
/loi/afar,calarts.on.worldcat.org,15,0.00%,0,0.00%,47.53,0:12:58,0,$0.00,0.00%
/loi/afar,clientcenter.serialssolutions.com,15,0.00%,0,0.00%,26.2,0:03:57,0,$0.00,0.00%
/loi/afar,eds.b.ebscohost.com,15,0.00%,0,0.00%,12.13,0:14:15,0,$0.00,0.00%
/loi/afar,explore.searchmobius.org,15,46.67%,7,46.67%,1.47,<00:00:01,0,$0.00,0.00%
/loi/afar,gw2jh3xr2c.search.serialssolutions.com,15,100.00%,15,0.00%,6.8,0:01:13,0,$0.00,0.00%
/loi/afar,international.ucla.edu,15,46.67%,7,0.00%,29.13,0:02:37,0,$0.00,0.00%
/loi/afar,kc-towers.searchmobius.org,15,0.00%,0,0.00%,6.33,0:00:19,0,$0.00,0.00%
/loi/afar,lib.vpn.bift.edu.cn,15,100.00%,15,0.00%,2.4,0:01:50,0,$0.00,0.00%
/loi/afar,mc,15,0.00%,0,0.00%,21.87,0:03:04,0,$0.00,0.00%
/loi/afar,mica.sdp.sirsi.net.ezproxy.mica.edu,15,0.00%,0,46.67%,1.47,<00:00:01,0,$0.00,0.00%
/loi/afar,mitpressjournals.mit.edu,15,0.00%,0,0.00%,3.87,0:00:43,0,$0.00,0.00%
/loi/afar,qr7ug7ul2q.search.serialssolutions.com,15,0.00%,0,0.00%,4.87,0:00:23,0,$0.00,0.00%
/loi/afar,scholar.google.ca,15,0.00%,0,0.00%,7.27,0:08:35,0,$0.00,0.00%
/loi/afar,sso.unc.edu,15,46.67%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/afar,alexandria.pnca.edu,7,0.00%,0,0.00%,4.14,0:02:11,0,$0.00,0.00%
/loi/afar,apps.lib.whu.edu.cn,7,100.00%,7,0.00%,6.29,0:01:12,0,$0.00,0.00%
/loi/afar,awsanubis.ringling.edu,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/afar,baidu,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/afar,cache.baiducontent.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/afar,eds-b-ebscohost-com-s.rprenet.bnf.fr,7,0.00%,0,0.00%,5.14,0:00:54,0,$0.00,0.00%
/loi/afar,eds.a.ebscohost.com,7,100.00%,7,0.00%,10.43,0:01:59,0,$0.00,0.00%
/loi/afar,elibrary.wayne.edu,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/afar,en.m.wikipedia.org,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/afar,en.wikipedia.org,7,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/afar,findtext.library.nd.edu,7,100.00%,7,0.00%,4.14,0:00:14,0,$0.00,0.00%
/loi/afar,fn2vr5vt8l.search.serialssolutions.com,7,100.00%,7,0.00%,4.14,0:00:36,0,$0.00,0.00%
/loi/afar,go.galegroup.com.accarcproxy.mnpals.net,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/afar,go.galegroup.com.ezproxy3.lib.le.ac.uk,7,100.00%,7,0.00%,8.29,0:01:17,0,$0.00,0.00%
/loi/afar,go.openathens.net,7,0.00%,0,0.00%,3.14,0:00:14,0,$0.00,0.00%
/loi/afar,holmes.lib.miamioh.edu,7,100.00%,7,0.00%,4.14,0:00:08,0,$0.00,0.00%
/loi/afar,idp.goldsmiths.ac.uk,7,100.00%,7,0.00%,14.57,0:04:21,0,$0.00,0.00%
/loi/afar,idp.shibboleth.ox.ac.uk,7,100.00%,7,0.00%,3.14,0:00:24,0,$0.00,0.00%
/loi/afar,intotaa.proquest.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/afar,kansascity.searchmobius.org,7,100.00%,7,0.00%,10.43,0:15:32,0,$0.00,0.00%
/loi/afar,kx2bf3kp7c.search.serialssolutions.com,7,100.00%,7,0.00%,12.43,0:01:23,0,$0.00,0.00%
/loi/afar,l.facebook.com,7,0.00%,0,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/afar,libguides.collegeforcreativestudies.edu,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/afar,libguides.mica.edu,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/afar,library.uark.edu,7,0.00%,0,0.00%,3.14,0:00:07,0,$0.00,0.00%
/loi/afar,ljmu.alma.exlibrisgroup.com,7,0.00%,0,0.00%,27,0:09:31,0,$0.00,0.00%
/loi/afar,login.proxy.lib.wayne.edu,7,100.00%,7,0.00%,56.14,0:47:30,0,$0.00,0.00%
/loi/afar,lw5cz6wa6g.search.serialssolutions.com,7,100.00%,7,0.00%,4.14,0:00:04,0,$0.00,0.00%
/loi/afar,mica.primo.exlibrisgroup.com,7,0.00%,0,0.00%,3.14,0:01:53,0,$0.00,0.00%
/loi/afar,mit-stag.literatumonline.com,7,0.00%,0,0.00%,18.71,0:01:23,0,$0.00,0.00%
/loi/afar,ncbi.nlm.nih.gov,7,0.00%,0,0.00%,35.29,0:08:18,0,$0.00,0.00%
/loi/afar,pm6mt7vg3j.search.serialssolutions.com,7,0.00%,0,0.00%,21.86,0:09:58,0,$0.00,0.00%
/loi/afar,preview.ncbi.nlm.nih.gov,7,0.00%,0,0.00%,8.29,0:00:22,0,$0.00,0.00%
/loi/afar,rp3yk7jm6a.search.serialssolutions.com,7,100.00%,7,0.00%,2.14,0:00:08,0,$0.00,0.00%
/loi/afar,rzblx1.uni-regensburg.de,7,0.00%,0,0.00%,37.43,0:22:33,0,$0.00,0.00%
/loi/afar,sfx.uvm.edu,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/afar,sfx9.usaco.co.jp,7,0.00%,0,0.00%,10.43,0:00:27,0,$0.00,0.00%
/loi/afar,sfxeu07.hosted.exlibrisgroup.com,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/afar,sfxhosted.exlibrisgroup.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/afar,shibidp.cit.cornell.edu,7,100.00%,7,0.00%,4.14,0:00:11,0,$0.00,0.00%
/loi/afar,sk8es4mc2l.search.serialssolutions.com,7,100.00%,7,0.00%,12.43,0:01:01,0,$0.00,0.00%
/loi/afar,sub.uni-hamburg.de,7,100.00%,7,0.00%,8.29,0:01:00,0,$0.00,0.00%
/loi/afar,tk3yl7st4m.search.serialssolutions.com,7,100.00%,7,0.00%,6.29,0:00:36,0,$0.00,0.00%
/loi/afar,tq7xh3ee6l.search.serialssolutions.com,7,100.00%,7,0.00%,6.29,0:02:10,0,$0.00,0.00%
/loi/afar,txsouthern-voyager.hosted.exlibrisgroup.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/afar,ucelinks.cdlib.org,7,100.00%,7,0.00%,8.29,0:01:30,0,$0.00,0.00%
/loi/afar,ucelinks.cdlib.org:8888,7,100.00%,7,0.00%,6.29,0:02:35,0,$0.00,0.00%
/loi/afar,umassd-primo.hosted.exlibrisgroup.com,7,100.00%,7,0.00%,10.43,0:41:07,0,$0.00,0.00%
/loi/afar,uosc.alma.exlibrisgroup.com,7,100.00%,7,0.00%,16.57,0:01:43,0,$0.00,0.00%
/loi/afar,vb3lk7eb4t.search.serialssolutions.com,7,100.00%,7,0.00%,10.43,0:00:45,0,$0.00,0.00%
/loi/afar,wam.leeds.ac.uk,7,0.00%,0,0.00%,6.29,0:00:43,0,$0.00,0.00%
/loi/afar,web.b.ebscohost.com.pvamu.idm.oclc.org,7,100.00%,7,0.00%,6.29,0:00:27,0,$0.00,0.00%
/loi/afar,weblogin.bu.edu,7,0.00%,0,0.00%,15.57,0:01:19,0,$0.00,0.00%
/loi/afar,xc9sn7fk3a.search.serialssolutions.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/afar,zn7wq5pr5q.search.serialssolutions.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,google,"5,022",60.16%,"3,021",13.34%,6.35,0:02:33,0,$0.00,0.00%
/loi/ajhe,Adwords,"2,744",91.25%,"2,504",72.16%,1.47,0:00:29,0,$0.00,0.00%
/loi/ajhe,(direct),"1,026",78.75%,808,11.31%,8.34,0:04:43,0,$0.00,0.00%
/loi/ajhe,Facebook,269,89.22%,240,70.26%,1.46,0:00:10,0,$0.00,0.00%
/loi/ajhe,library.phoenix.edu,240,66.67%,160,2.92%,12.46,0:07:35,0,$0.00,0.00%
/loi/ajhe,bing,138,63.04%,87,5.07%,14.29,0:03:00,0,$0.00,0.00%
/loi/ajhe,LinkedIn,95,69.47%,66,84.21%,1.15,0:01:50,0,$0.00,0.00%
/loi/ajhe,scimagojr.com,66,100.00%,66,10.61%,12.68,0:03:07,0,$0.00,0.00%
/loi/ajhe,yahoo,58,87.93%,51,12.07%,12.93,0:01:50,0,$0.00,0.00%
/loi/ajhe,cas2.phoenix.edu,44,34.09%,15,0.00%,19.84,0:17:04,0,$0.00,0.00%
/loi/ajhe,login.openathens.net,36,80.56%,29,19.44%,4.25,0:00:59,0,$0.00,0.00%
/loi/ajhe,t.co,36,80.56%,29,80.56%,1.22,0:00:00,0,$0.00,0.00%
/loi/ajhe,clientcenter.serialssolutions.com,29,24.14%,7,0.00%,2.52,0:00:34,0,$0.00,0.00%
/loi/ajhe,mc,29,100.00%,29,24.14%,10.79,0:05:06,0,$0.00,0.00%
/loi/ajhe,ashecon.org,22,31.82%,7,0.00%,3.64,0:02:37,0,$0.00,0.00%
/loi/ajhe,cdimain.oecd.org,22,31.82%,7,0.00%,6.27,0:01:27,0,$0.00,0.00%
/loi/ajhe,cn.bing.com,22,68.18%,15,0.00%,12.59,0:03:11,0,$0.00,0.00%
/loi/ajhe,el2ne5ae7f.search.serialssolutions.com,22,68.18%,15,0.00%,20.5,0:22:19,0,$0.00,0.00%
/loi/ajhe,sso.lib.uts.edu.au,22,31.82%,7,0.00%,2.64,0:00:03,0,$0.00,0.00%
/loi/ajhe,abdc.edu.au,15,100.00%,15,0.00%,7.73,0:02:57,0,$0.00,0.00%
/loi/ajhe,AER,15,0.00%,0,0.00%,9.73,0:12:11,0,$0.00,0.00%
/loi/ajhe,eu.alma.exlibrisgroup.com,15,46.67%,7,0.00%,10.67,0:07:09,0,$0.00,0.00%
/loi/ajhe,facebook.com,15,0.00%,0,0.00%,5.8,0:00:16,0,$0.00,0.00%
/loi/ajhe,rapid2.library.colostate.edu,15,46.67%,7,0.00%,3.87,0:00:13,0,$0.00,0.00%
/loi/ajhe,rsf.research.ac.ir,15,100.00%,15,0.00%,7.73,0:05:13,0,$0.00,0.00%
/loi/ajhe,ulrichsweb.serialssolutions.com,15,0.00%,0,0.00%,1.93,0:00:00,0,$0.00,0.00%
/loi/ajhe,1.1.1.2,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/ajhe,138.25.78.11,7,0.00%,0,0.00%,22.86,0:04:54,0,$0.00,0.00%
/loi/ajhe,alpha.lib.uwo.ca,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,bibliogo.com,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,com.google.android.googlequicksearchbox,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/ajhe,deref-web-02.de,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,duckduckgo,7,0.00%,0,0.00%,7.29,0:02:16,0,$0.00,0.00%
/loi/ajhe,duckduckgo.com,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/ajhe,editorialexpress.com,7,0.00%,0,0.00%,8.29,0:04:25,0,$0.00,0.00%
/loi/ajhe,ejournals.ebsco.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,facebook,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,find.lib.uts.edu.au,7,100.00%,7,0.00%,4.14,0:02:09,0,$0.00,0.00%
/loi/ajhe,galileo-kennesaw.alma.exlibrisgroup.com,7,100.00%,7,0.00%,6.29,0:01:17,0,$0.00,0.00%
/loi/ajhe,Google,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/ajhe,hw4sm7zh5k.search.serialssolutions.com,7,0.00%,0,0.00%,4.14,0:00:07,0,$0.00,0.00%
/loi/ajhe,linkresolver.tamu.edu:9003,7,100.00%,7,0.00%,2.14,0:01:27,0,$0.00,0.00%
/loi/ajhe,mail.google.com,7,100.00%,7,0.00%,4.14,0:21:17,0,$0.00,0.00%
/loi/ajhe,mitpress.mit.edu,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,na03.alma.exlibrisgroup.com,7,100.00%,7,0.00%,4.14,0:00:08,0,$0.00,0.00%
/loi/ajhe,ncbi.nlm.nih.gov,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,nq5hl7cp9d.search.serialssolutions.com,7,100.00%,7,0.00%,4.14,0:00:12,0,$0.00,0.00%
/loi/ajhe,proxyauth.uits.iu.edu,7,100.00%,7,0.00%,12.43,0:01:44,0,$0.00,0.00%
/loi/ajhe,scholar.google.com,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,searchingdog.com,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/ajhe,The MIT Press Newsletter,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/ajhe,us.search.yahoo.com,7,100.00%,7,0.00%,4.14,0:01:13,0,$0.00,0.00%
/loi/ajhe,vb3lk7eb4t.search.serialssolutions.com,7,100.00%,7,0.00%,4.14,0:00:49,0,$0.00,0.00%
/loi/ajhe,wap.sogou.com,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/ajhe,web.a.ebscohost.com,7,100.00%,7,0.00%,6.29,0:01:10,0,$0.00,0.00%
/loi/ajhe,web.b.ebscohost.com,7,100.00%,7,0.00%,10.43,0:02:09,0,$0.00,0.00%
/loi/art,(direct),7,0.00%,0,0.00%,12.43,0:01:23,0,$0.00,0.00%
/loi/artl,Facebook,"2,584",69.00%,"1,783",79.41%,1.48,0:00:23,0,$0.00,0.00%
/loi/artl,google,"2,533",73.00%,"1,849",14.65%,4.72,0:02:13,0,$0.00,0.00%
/loi/artl,(direct),"1,084",62.45%,677,12.73%,7.73,0:04:11,0,$0.00,0.00%
/loi/artl,alife.org,"1,034",63.35%,655,11.22%,6.54,0:02:35,0,$0.00,0.00%
/loi/artl,mitpress.mit.edu,247,0.00%,0,2.83%,5.21,0:02:43,0,$0.00,0.00%
/loi/artl,en.wikipedia.org,153,90.20%,138,0.00%,6.23,0:05:02,0,$0.00,0.00%
/loi/artl,letpub.com.cn,131,55.73%,73,0.00%,5.05,0:04:34,0,$0.00,0.00%
/loi/artl,bing,102,64.71%,66,6.86%,3.92,0:01:32,0,$0.00,0.00%
/loi/artl,guide2research.com,58,62.07%,36,12.07%,4.02,0:01:36,0,$0.00,0.00%
/loi/artl,cn.bing.com,44,81.82%,36,15.91%,5.95,0:03:16,0,$0.00,0.00%
/loi/artl,uncomp.uwe.ac.uk,44,65.91%,29,15.91%,6.11,0:02:34,0,$0.00,0.00%
/loi/artl,mail.google.com,29,0.00%,0,0.00%,8.52,0:02:27,0,$0.00,0.00%
/loi/artl,MC,29,51.72%,15,0.00%,2,0:00:01,0,$0.00,0.00%
/loi/artl,sfx7.usaco.co.jp,29,24.14%,7,0.00%,30.86,0:08:30,0,$0.00,0.00%
/loi/artl,cognet.mit.edu,22,68.18%,15,31.82%,1.64,0:00:01,0,$0.00,0.00%
/loi/artl,ecosia.org,22,31.82%,7,0.00%,4.32,0:00:27,0,$0.00,0.00%
/loi/artl,freelancer.in,22,0.00%,0,0.00%,2.64,0:00:03,0,$0.00,0.00%
/loi/artl,m.facebook.com,22,100.00%,22,68.18%,2.64,0:00:25,0,$0.00,0.00%
/loi/artl,macs.hw.ac.uk,22,68.18%,15,31.82%,14.55,0:03:15,0,$0.00,0.00%
/loi/artl,quora.com,22,68.18%,15,68.18%,2.64,0:00:41,0,$0.00,0.00%
/loi/artl,scholar.google.com,22,0.00%,0,31.82%,3.64,0:00:14,0,$0.00,0.00%
/loi/artl,yahoo,22,31.82%,7,31.82%,2.32,0:00:16,0,$0.00,0.00%
/loi/artl,10.0.0.7,15,46.67%,7,0.00%,1.93,0:00:01,0,$0.00,0.00%
/loi/artl,clientcenter.serialssolutions.com,15,46.67%,7,0.00%,6.8,0:01:19,0,$0.00,0.00%
/loi/artl,com.slack,15,0.00%,0,46.67%,1.47,0:00:05,0,$0.00,0.00%
/loi/artl,duckduckgo.com,15,46.67%,7,0.00%,3.87,0:00:14,0,$0.00,0.00%
/loi/artl,er1.library.unsw.edu.au,15,100.00%,15,0.00%,21.33,0:07:52,0,$0.00,0.00%
/loi/artl,groups.io,15,46.67%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/artl,jira.atypon.com,15,0.00%,0,0.00%,17.47,0:10:28,0,$0.00,0.00%
/loi/artl,link.zhihu.com,15,100.00%,15,0.00%,1.93,0:00:01,0,$0.00,0.00%
/loi/artl,longnow.org,15,46.67%,7,46.67%,6.8,0:02:33,0,$0.00,0.00%
/loi/artl,mitpressjournals.mit.edu,15,0.00%,0,0.00%,13.6,0:10:26,0,$0.00,0.00%
/loi/artl,mitpressjournals.org,15,0.00%,0,0.00%,24.27,0:17:23,0,$0.00,0.00%
/loi/artl,ncbi.nlm.nih.gov,15,46.67%,7,46.67%,3.4,0:01:29,0,$0.00,0.00%
/loi/artl,neo.lcc.uma.es,15,100.00%,15,0.00%,1.93,0:00:02,0,$0.00,0.00%
/loi/artl,okinawa-ct.ac.jp,15,100.00%,15,0.00%,5.8,0:00:19,0,$0.00,0.00%
/loi/artl,scholar.google.co.jp,15,0.00%,0,0.00%,2.93,0:00:01,0,$0.00,0.00%
/loi/artl,Twitter,15,46.67%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/artl,138.25.78.11,7,0.00%,0,0.00%,3.14,0:12:15,0,$0.00,0.00%
/loi/artl,2018.alife.org,7,0.00%,0,0.00%,4.14,0:00:32,0,$0.00,0.00%
/loi/artl,admin.ebscohost.com,7,0.00%,0,0.00%,2.14,0:01:07,0,$0.00,0.00%
/loi/artl,baidu,7,100.00%,7,0.00%,27,0:02:36,0,$0.00,0.00%
/loi/artl,bingweb.binghamton.edu,7,100.00%,7,0.00%,3.14,0:11:53,0,$0.00,0.00%
/loi/artl,blogs.cornell.edu,7,0.00%,0,0.00%,1,0:00:08,0,$0.00,0.00%
/loi/artl,cognet.mit.edu.ezp.lib.unimelb.edu.au,7,0.00%,0,0.00%,17.71,0:02:53,0,$0.00,0.00%
/loi/artl,cognet.mit.edu.proxy1.library.jhu.edu,7,100.00%,7,0.00%,6.29,0:00:18,0,$0.00,0.00%
/loi/artl,com.google.android.gm,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/artl,doaj.org,7,0.00%,0,0.00%,42.57,0:13:09,0,$0.00,0.00%
/loi/artl,ebsconet.com,7,0.00%,0,0.00%,5.14,0:01:51,0,$0.00,0.00%
/loi/artl,ecal11.org,7,100.00%,7,0.00%,6.29,0:00:32,0,$0.00,0.00%
/loi/artl,eeng.dcu.ie,7,100.00%,7,0.00%,4.14,0:02:02,0,$0.00,0.00%
/loi/artl,en.m.wikipedia.org,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/artl,eprints.keele.ac.uk,7,0.00%,0,0.00%,6.29,0:01:43,0,$0.00,0.00%
/loi/artl,facebook.com,7,0.00%,0,0.00%,68.57,0:16:37,0,$0.00,0.00%
/loi/artl,irit.fr,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/artl,it.quora.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/artl,journalseek.net,7,0.00%,0,0.00%,15.57,0:05:48,0,$0.00,0.00%
/loi/artl,keio.alma.exlibrisgroup.com,7,0.00%,0,0.00%,25,0:03:19,0,$0.00,0.00%
/loi/artl,l.facebook.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/artl,library.cusat.ac.in,7,100.00%,7,0.00%,4.14,0:00:29,0,$0.00,0.00%
/loi/artl,m2.cn.bing.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/artl,medsci.cn,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/artl,mit-stag.literatumonline.com,7,0.00%,0,0.00%,16.57,0:28:42,0,$0.00,0.00%
/loi/artl,mit-test.literatumonline.com,7,0.00%,0,0.00%,6.29,0:00:10,0,$0.00,0.00%
/loi/artl,opac.imicams.ac.cn:8090,7,100.00%,7,0.00%,6.29,0:00:06,0,$0.00,0.00%
/loi/artl,people.reed.edu,7,0.00%,0,0.00%,13.57,0:08:17,0,$0.00,0.00%
/loi/artl,re5qy4sb7x.search.serialssolutions.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/artl,rodneybrooks.com,7,100.00%,7,0.00%,2.14,0:02:11,0,$0.00,0.00%
/loi/artl,ru.wikipedia.org,7,100.00%,7,0.00%,4.14,0:10:44,0,$0.00,0.00%
/loi/artl,scopus.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/artl,sigai.or.kr,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/artl,skeptics.hatenadiary.jp,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
