Landing Page,Source,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate
/loi/daed,linc.nus.edu.sg,15,46.67%,7,0.00%,4.4,0:00:20,0,$0.00,0.00%
/loi/daed,login.emedien3.sub.uni-hamburg.de,15,100.00%,15,0.00%,3.87,0:00:20,0,$0.00,0.00%
/loi/daed,login.silk.library.umass.edu,15,46.67%,7,0.00%,10.67,0:13:05,0,$0.00,0.00%
/loi/daed,na02.alma.exlibrisgroup.com,15,0.00%,0,0.00%,22.33,0:08:33,0,$0.00,0.00%
/loi/daed,ncbi.nlm.nih.gov,15,100.00%,15,0.00%,3.87,0:00:17,0,$0.00,0.00%
/loi/daed,nicolemelanson.com,15,100.00%,15,0.00%,1.93,<00:00:01,0,$0.00,0.00%
/loi/daed,nid.edu,15,46.67%,7,0.00%,1.93,0:00:14,0,$0.00,0.00%
/loi/daed,p9003-linkresolver.tamu.edu.ezproxy.library.tamu.edu,15,100.00%,15,0.00%,8.73,0:01:31,0,$0.00,0.00%
/loi/daed,proxylogin.nus.edu.sg,15,0.00%,0,0.00%,4.87,0:06:53,0,$0.00,0.00%
/loi/daed,resolver.ebscohost.com.ezproxy.lib.vt.edu,15,46.67%,7,0.00%,16.47,0:02:49,0,$0.00,0.00%
/loi/daed,rp3yk7jm6a.search.serialssolutions.com,15,46.67%,7,0.00%,3.87,0:00:48,0,$0.00,0.00%
/loi/daed,sbart-unifi.alma.exlibrisgroup.com,15,46.67%,7,0.00%,4.87,0:01:35,0,$0.00,0.00%
/loi/daed,scholar.google.com.hk,15,0.00%,0,0.00%,2.93,0:00:41,0,$0.00,0.00%
/loi/daed,search.library.ucdavis.edu,15,46.67%,7,0.00%,2.93,0:04:21,0,$0.00,0.00%
/loi/daed,searchworks.stanford.edu,15,46.67%,7,0.00%,6.8,0:03:45,0,$0.00,0.00%
/loi/daed,sfxeu11.hosted.exlibrisgroup.com,15,46.67%,7,0.00%,10.67,0:05:48,0,$0.00,0.00%
/loi/daed,sfxna12.hosted.exlibrisgroup.com,15,46.67%,7,0.00%,4.87,0:01:16,0,$0.00,0.00%
/loi/daed,shib.idm.umd.edu,15,46.67%,7,0.00%,2.93,0:02:16,0,$0.00,0.00%
/loi/daed,tufts.userservices.exlibrisgroup.com,15,46.67%,7,0.00%,3.87,0:00:13,0,$0.00,0.00%
/loi/daed,twitter,15,0.00%,0,46.67%,3.4,0:00:13,0,$0.00,0.00%
/loi/daed,ucdavis.userservices.exlibrisgroup.com,15,46.67%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,ulrichsweb.serialssolutions.com,15,100.00%,15,0.00%,1.93,0:00:00,0,$0.00,0.00%
/loi/daed,xs7yc2pz2u.search.serialssolutions.com,15,0.00%,0,0.00%,1.93,0:00:00,0,$0.00,0.00%
/loi/daed,access.ewha.ac.kr,7,0.00%,0,0.00%,4.14,0:00:05,0,$0.00,0.00%
/loi/daed,admin.ebscohost.com,7,0.00%,0,0.00%,2.14,0:01:57,0,$0.00,0.00%
/loi/daed,alife.org,7,0.00%,0,0.00%,174.71,1:49:19,0,$0.00,0.00%
/loi/daed,anet.uantwerpen.be,7,100.00%,7,0.00%,10.43,0:01:38,0,$0.00,0.00%
/loi/daed,baidu,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/daed,clientcenter.serialssolutions.com,7,0.00%,0,0.00%,5.14,0:12:02,0,$0.00,0.00%
/loi/daed,cn.bing.com,7,100.00%,7,0.00%,3.14,0:28:27,0,$0.00,0.00%
/loi/daed,cpvpn.colmex.mx,7,100.00%,7,0.00%,2.14,0:00:04,0,$0.00,0.00%
/loi/daed,cv8kl8wa9k.search.serialssolutions.com,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,de.m.wikipedia.org,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,digibib.net,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/daed,duckduckgo,7,0.00%,0,0.00%,3.14,0:00:16,0,$0.00,0.00%
/loi/daed,ecosia.org,7,100.00%,7,0.00%,4.14,0:01:02,0,$0.00,0.00%
/loi/daed,eds.a.ebscohost.com.stmarys-ca.idm.oclc.org,7,100.00%,7,0.00%,6.29,0:00:46,0,$0.00,0.00%
/loi/daed,eds.b.ebscohost.com.ludwig.lub.lu.se,7,100.00%,7,0.00%,6.29,0:00:19,0,$0.00,0.00%
/loi/daed,ejournals.ebsco.com.ezproxy.lancs.ac.uk,7,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,encore.lib.warwick.ac.uk,7,0.00%,0,0.00%,8.29,0:00:52,0,$0.00,0.00%
/loi/daed,engine.surfconext.nl,7,0.00%,0,0.00%,18.71,0:06:55,0,$0.00,0.00%
/loi/daed,er1.library.unsw.edu.au.wwwproxy1.library.unsw.edu.au,7,100.00%,7,0.00%,3.14,0:05:19,0,$0.00,0.00%
/loi/daed,ez.unu.edu:8080,7,100.00%,7,0.00%,6.29,0:22:46,0,$0.00,0.00%
/loi/daed,ezb.uni-regensburg.de.proxy.ub.uni-frankfurt.de,7,100.00%,7,0.00%,45.71,0:16:30,0,$0.00,0.00%
/loi/daed,fd6ec6jz5e.search.serialssolutions.com,7,100.00%,7,0.00%,6.29,0:00:42,0,$0.00,0.00%
/loi/daed,fore.yale.edu,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,fr.wikipedia.org,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,fsu.catalog.fcla.edu,7,0.00%,0,0.00%,2.14,0:00:55,0,$0.00,0.00%
/loi/daed,fu-berlin.alma.exlibrisgroup.com,7,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,gw2jh3xr2c.search.serialssolutions.com,7,100.00%,7,0.00%,4.14,0:00:12,0,$0.00,0.00%
/loi/daed,haifa.userservices.exlibrisgroup.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,hofstra.blackboard.com,7,100.00%,7,0.00%,4.14,0:00:19,0,$0.00,0.00%
/loi/daed,hy2ju6vj2n.search.serialssolutions.com,7,100.00%,7,0.00%,3.14,0:14:19,0,$0.00,0.00%
/loi/daed,idp.jh.edu,7,100.00%,7,0.00%,4.14,0:00:21,0,$0.00,0.00%
/loi/daed,in.search.yahoo.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/daed,jira.atypon.com,7,0.00%,0,0.00%,58.29,0:29:36,0,$0.00,0.00%
/loi/daed,journalfinder.wtcox.com,7,100.00%,7,0.00%,4.14,0:00:14,0,$0.00,0.00%
/loi/daed,leiden.alma.exlibrisgroup.com,7,100.00%,7,0.00%,8.29,0:06:46,0,$0.00,0.00%
/loi/daed,libcat.csd.sc.edu,7,100.00%,7,0.00%,6.29,0:00:35,0,$0.00,0.00%
/loi/daed,library.cooper.edu,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,library.tiss.edu,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,librarycatalogue.griffith.edu.au,7,100.00%,7,0.00%,41.57,0:20:04,0,$0.00,0.00%
/loi/daed,libus.csd.mu.edu,7,100.00%,7,0.00%,3.14,0:00:21,0,$0.00,0.00%
/loi/daed,libweb.uwlax.edu,7,100.00%,7,0.00%,2.14,0:00:34,0,$0.00,0.00%
/loi/daed,linkedin.com,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,login.erf.sbb.spk-berlin.de,7,100.00%,7,0.00%,4.14,0:00:11,0,$0.00,0.00%
/loi/daed,login.ezproxy.lib.utexas.edu,7,100.00%,7,0.00%,10.43,0:00:35,0,$0.00,0.00%
/loi/daed,login.libezproxy2.syr.edu,7,100.00%,7,0.00%,4.14,0:00:19,0,$0.00,0.00%
/loi/daed,login.openathens.net,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,login.proxy.lib.sfu.ca,7,100.00%,7,0.00%,27,0:06:37,0,$0.00,0.00%
/loi/daed,login.umn.edu,7,100.00%,7,0.00%,2.14,0:00:04,0,$0.00,0.00%
/loi/daed,loginp.fordham.edu,7,100.00%,7,0.00%,6.29,0:00:17,0,$0.00,0.00%
/loi/daed,lu4ld3lr5v.search.serialssolutions.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,lw5cz6wa6g.search.serialssolutions.com,7,100.00%,7,0.00%,6.29,0:00:22,0,$0.00,0.00%
/loi/daed,m.facebook.com,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,meta.lib.ncu.edu.tw:9003,7,100.00%,7,0.00%,16.57,0:11:35,0,$0.00,0.00%
/loi/daed,milngavie.cent.gla.ac.uk,7,100.00%,7,0.00%,6.29,0:05:55,0,$0.00,0.00%
/loi/daed,nb9pe3zn5c.search.serialssolutions.com,7,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,opening-governance.org,7,0.00%,0,0.00%,26,0:05:02,0,$0.00,0.00%
/loi/daed,oxfordsfx.hosted.exlibrisgroup.com,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,pittcat.pitt.edu,7,100.00%,7,0.00%,10.43,0:03:36,0,$0.00,0.00%
/loi/daed,pm6mt7vg3j.search.serialssolutions.com,7,0.00%,0,0.00%,5.14,0:00:25,0,$0.00,0.00%
/loi/daed,publicadministrationreview.com,7,0.00%,0,0.00%,6.29,0:00:43,0,$0.00,0.00%
/loi/daed,r.search.aol.com,7,100.00%,7,0.00%,2.14,0:00:35,0,$0.00,0.00%
/loi/daed,re5qy4sb7x.search.serialssolutions.com,7,0.00%,0,0.00%,18.71,0:01:22,0,$0.00,0.00%
/loi/daed,resolver.flvc.org,7,0.00%,0,0.00%,8.29,0:20:00,0,$0.00,0.00%
/loi/daed,rl3tp7zf5x.search.serialssolutions.com,7,100.00%,7,0.00%,4.14,0:00:33,0,$0.00,0.00%
/loi/daed,scholar.google.co.in,7,0.00%,0,0.00%,3.14,0:01:00,0,$0.00,0.00%
/loi/daed,scholar.google.co.uk,7,0.00%,0,0.00%,7.29,0:00:38,0,$0.00,0.00%
/loi/daed,scholar.google.com.au,7,0.00%,0,0.00%,33.29,0:10:57,0,$0.00,0.00%
/loi/daed,sfx-01snl.hosted.exlibrisgroup.com,7,0.00%,0,0.00%,3.14,0:00:33,0,$0.00,0.00%
/loi/daed,sfx.carli.illinois.edu,7,100.00%,7,0.00%,4.14,0:00:30,0,$0.00,0.00%
/loi/daed,sfx.library.uu.nl,7,100.00%,7,0.00%,31.14,0:07:17,0,$0.00,0.00%
/loi/daed,sfx.nottingham.ac.uk,7,100.00%,7,0.00%,10.43,0:01:49,0,$0.00,0.00%
/loi/daed,sfx.usask.ca,7,100.00%,7,0.00%,10.43,0:10:14,0,$0.00,0.00%
/loi/daed,sfxhosted.exlibrisgroup.com,7,100.00%,7,0.00%,4.14,0:00:43,0,$0.00,0.00%
/loi/daed,sfxit.ugent.be,7,100.00%,7,0.00%,6.29,0:12:26,0,$0.00,0.00%
/loi/daed,shibboleth.brandeis.edu,7,100.00%,7,0.00%,4.14,0:00:11,0,$0.00,0.00%
/loi/daed,shibboleth.jh.edu,7,0.00%,0,0.00%,6.29,0:00:21,0,$0.00,0.00%
/loi/daed,shibboleth.nyu.edu,7,100.00%,7,0.00%,8.29,0:00:46,0,$0.00,0.00%
/loi/daed,shibboleth2.id.ubc.ca,7,100.00%,7,0.00%,6.29,0:00:21,0,$0.00,0.00%
/loi/daed,signin.k-state.edu,7,0.00%,0,0.00%,18.71,0:06:03,0,$0.00,0.00%
/loi/daed,sm-prd11.ucollaborate.net,7,100.00%,7,0.00%,4.14,0:00:10,0,$0.00,0.00%
/loi/daed,sul-sfx.stanford.edu,7,0.00%,0,0.00%,17.71,0:03:00,0,$0.00,0.00%
/loi/daed,t.co,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,tb4cz3en3e.search.serialssolutions.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/daed,test-amacad.pantheonsite.io,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,tj8fa3gy7a.search.serialssolutions.com,7,0.00%,0,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/daed,tj8fa3gy7a.search.serialssolutions.com.proxy108.nclive.org,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/daed,tm3xa4ur3u.search.serialssolutions.com,7,100.00%,7,0.00%,12.43,0:02:00,0,$0.00,0.00%
/loi/daed,tosho1n.nichibun.ac.jp,7,0.00%,0,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,tv3wq6ms5q.search.serialssolutions.com,7,0.00%,0,0.00%,19.71,0:21:39,0,$0.00,0.00%
/loi/daed,tv3wq6ms5q.search.serialssolutions.com.nduezproxy.idm.oclc.org,7,100.00%,7,0.00%,4.14,0:00:16,0,$0.00,0.00%
/loi/daed,twist.langara.bc.ca,7,100.00%,7,0.00%,16.57,0:05:28,0,$0.00,0.00%
/loi/daed,ucelinks.cdlib.org,7,100.00%,7,0.00%,8.29,0:03:01,0,$0.00,0.00%
/loi/daed,uk.search.yahoo.com,7,0.00%,0,0.00%,22.86,0:06:27,0,$0.00,0.00%
/loi/daed,ulrichsweb.serialssolutions.com.libaccess.lib.mcmaster.ca,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,vv6tt6sy5c.search.serialssolutions.com,7,100.00%,7,0.00%,12.43,0:00:56,0,$0.00,0.00%
/loi/daed,wa4py6yj8t.search.serialssolutions.com,7,0.00%,0,0.00%,3.14,0:00:15,0,$0.00,0.00%
/loi/daed,washingtonpost.com,7,0.00%,0,0.00%,22.86,0:17:17,0,$0.00,0.00%
/loi/daed,web.a.ebscohost.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,web.a.ebscohost.com.pallas2.tcl.sc.edu,7,100.00%,7,0.00%,14.57,0:12:50,0,$0.00,0.00%
/loi/daed,webauth.service.ohio-state.edu,7,100.00%,7,0.00%,4.14,0:00:09,0,$0.00,0.00%
/loi/daed,wg9nt4uc8p.search.serialssolutions.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,wheatoncollege.share.worldcat.org,7,0.00%,0,0.00%,7.29,0:24:16,0,$0.00,0.00%
/loi/daed,winthrop.share.worldcat.org,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,wrlc-amu.primo.exlibrisgroup.com,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/daed,wrlc-gwu.primo.exlibrisgroup.com,7,0.00%,0,0.00%,3.14,0:00:34,0,$0.00,0.00%
/loi/daed,www-mitpressjournals-org.ezproxy3.lib.le.ac.uk,7,0.00%,0,0.00%,4.14,0:00:34,0,$0.00,0.00%
/loi/daed,www5.unitn.it,7,100.00%,7,0.00%,4.14,0:00:12,0,$0.00,0.00%
/loi/daed,yb7zk3sd3g.search.serialssolutions.com,7,100.00%,7,0.00%,10.43,0:03:30,0,$0.00,0.00%
/loi/daed,yv4zn7rr3m.search.serialssolutions.com,7,0.00%,0,0.00%,5.14,0:16:43,0,$0.00,0.00%
/loi/desi,google,"11,704",66.17%,"7,744",12.75%,8.13,0:03:44,0,$0.00,0.00%
/loi/desi,twitter,"7,635",85.03%,"6,492",92.09%,1.15,0:00:40,0,$0.00,0.00%
/loi/desi,(direct),"3,559",74.23%,"2,642",14.30%,7.21,0:03:19,0,$0.00,0.00%
/loi/desi,baidu,437,3.43%,15,3.43%,2.5,0:02:51,0,$0.00,0.00%
/loi/desi,en.wikipedia.org,211,62.09%,131,7.11%,11.35,0:06:34,0,$0.00,0.00%
/loi/desi,bing,197,95.94%,189,11.17%,3.66,0:00:40,0,$0.00,0.00%
/loi/desi,facebook.com,197,25.89%,51,7.61%,9.02,0:03:48,0,$0.00,0.00%
/loi/desi,m.facebook.com,160,100.00%,160,95.62%,1.04,0:00:02,0,$0.00,0.00%
/loi/desi,lib.kmutt.ac.th,138,89.86%,124,10.87%,6.75,0:05:19,0,$0.00,0.00%
/loi/desi,mitpress.mit.edu,138,21.01%,29,5.07%,12.29,0:05:21,0,$0.00,0.00%
/loi/desi,Social,124,76.61%,95,64.52%,1.82,0:03:13,0,$0.00,0.00%
/loi/desi,mc,87,50.57%,44,17.24%,5.02,0:04:37,0,$0.00,0.00%
/loi/desi,com.google.android.googlequicksearchbox,73,90.41%,66,60.27%,1.59,0:03:29,0,$0.00,0.00%
/loi/desi,academicearth.org,66,100.00%,66,43.94%,3.2,0:00:17,0,$0.00,0.00%
/loi/desi,idemployee.id.tue.nl,66,77.27%,51,22.73%,3.74,0:00:40,0,$0.00,0.00%
/loi/desi,yahoo,66,66.67%,44,0.00%,3.97,0:00:23,0,$0.00,0.00%
/loi/desi,duckduckgo.com,58,50.00%,29,25.86%,7.28,0:11:22,0,$0.00,0.00%
/loi/desi,library.binus.ac.id,58,100.00%,58,0.00%,6.66,0:01:27,0,$0.00,0.00%
/loi/desi,alphabettes.org,51,56.86%,29,13.73%,2.43,0:01:11,0,$0.00,0.00%
/loi/desi,wam.leeds.ac.uk,51,0.00%,0,0.00%,20.27,0:41:25,0,$0.00,0.00%
/loi/desi,yv4zn7rr3m.search.serialssolutions.com,51,86.27%,44,0.00%,14.41,0:02:37,0,$0.00,0.00%
/loi/desi,cn.bing.com,44,81.82%,36,0.00%,6.3,0:05:46,0,$0.00,0.00%
/loi/desi,eu.alma.exlibrisgroup.com,44,65.91%,29,34.09%,7.61,0:01:04,0,$0.00,0.00%
/loi/desi,Facebook,44,0.00%,0,0.00%,1.98,<00:00:01,0,$0.00,0.00%
/loi/desi,scopus.com,44,34.09%,15,0.00%,8.27,0:04:49,0,$0.00,0.00%
/loi/desi,uid.umu.se,44,15.91%,7,15.91%,1.82,0:00:01,0,$0.00,0.00%
/loi/desi,10.10.10.22,36,41.67%,15,0.00%,28.5,0:04:28,0,$0.00,0.00%
/loi/desi,federation.napier.ac.uk,36,61.11%,22,0.00%,6.86,0:01:12,0,$0.00,0.00%
/loi/desi,library.utar.edu.my,36,41.67%,15,19.44%,7.47,0:01:58,0,$0.00,0.00%
/loi/desi,login.cmu.edu,36,41.67%,15,61.11%,1.83,0:05:38,0,$0.00,0.00%
/loi/desi,ecosia.org,29,100.00%,29,0.00%,5.03,0:01:12,0,$0.00,0.00%
/loi/desi,getpocket.com,29,24.14%,7,75.86%,33.9,0:07:51,0,$0.00,0.00%
/loi/desi,l.facebook.com,29,24.14%,7,0.00%,5.52,0:00:29,0,$0.00,0.00%
/loi/desi,learn.lasalle.edu.sg,29,75.86%,22,24.14%,10.79,0:02:38,0,$0.00,0.00%
/loi/desi,mail.google.com,29,24.14%,7,0.00%,3,0:06:00,0,$0.00,0.00%
/loi/desi,mitpressjournals.mit.edu,29,0.00%,0,0.00%,10.28,0:13:53,0,$0.00,0.00%
/loi/desi,myuca.uca.ac.uk,29,0.00%,0,24.14%,2.76,0:00:09,0,$0.00,0.00%
/loi/desi,papaly.com,29,0.00%,0,0.00%,10.55,0:01:13,0,$0.00,0.00%
/loi/desi,signin.waikato.ac.nz,29,24.14%,7,0.00%,2.28,0:00:12,0,$0.00,0.00%
/loi/desi,apps.webofknowledge.com,22,0.00%,0,0.00%,6.64,0:02:41,0,$0.00,0.00%
/loi/desi,ask,22,68.18%,15,0.00%,14.91,0:17:40,0,$0.00,0.00%
/loi/desi,bibsys-xp.alma.exlibrisgroup.com,22,0.00%,0,0.00%,2,<00:00:01,0,$0.00,0.00%
/loi/desi,carldisalvo.com,22,100.00%,22,0.00%,3.32,0:00:27,0,$0.00,0.00%
/loi/desi,connect.fh-salzburg.ac.at,22,68.18%,15,0.00%,2,0:00:01,0,$0.00,0.00%
/loi/desi,designartj.com,22,68.18%,15,0.00%,4.64,0:02:22,0,$0.00,0.00%
/loi/desi,duckduckgo,22,31.82%,7,31.82%,2.64,0:01:08,0,$0.00,0.00%
/loi/desi,eds.a.ebscohost.com,22,68.18%,15,0.00%,2,0:00:00,0,$0.00,0.00%
/loi/desi,elib.lasalle.edu.sg,22,68.18%,15,0.00%,2,<00:00:01,0,$0.00,0.00%
/loi/desi,ezproxy.lb.polyu.edu.hk,22,0.00%,0,0.00%,22.82,0:05:34,0,$0.00,0.00%
/loi/desi,k-hub.in,22,100.00%,22,31.82%,1.64,0:00:19,0,$0.00,0.00%
/loi/desi,lib.cycu.edu.tw,22,68.18%,15,0.00%,5.95,0:05:34,0,$0.00,0.00%
/loi/desi,livingobservatory.org,22,0.00%,0,0.00%,3.32,0:00:07,0,$0.00,0.00%
/loi/desi,mu5em8zh4m.search.serialssolutions.com,22,68.18%,15,31.82%,4.32,0:01:41,0,$0.00,0.00%
/loi/desi,qe8aq7ym8k.search.serialssolutions.com,22,31.82%,7,0.00%,6.64,0:03:04,0,$0.00,0.00%
/loi/desi,rzblx1.uni-regensburg.de,22,100.00%,22,0.00%,7.27,0:00:47,0,$0.00,0.00%
/loi/desi,sfx.bibl.ulaval.ca:9003,22,68.18%,15,0.00%,19.86,0:07:27,0,$0.00,0.00%
/loi/desi,sfx.ethz.ch,22,31.82%,7,0.00%,29.77,0:14:39,0,$0.00,0.00%
/loi/desi,spischolar.com,22,68.18%,15,0.00%,2.64,0:00:05,0,$0.00,0.00%
/loi/desi,syros.aegean.gr,22,100.00%,22,0.00%,2.64,0:01:21,0,$0.00,0.00%
/loi/desi,t.co,22,100.00%,22,0.00%,7.27,0:03:59,0,$0.00,0.00%
/loi/desi,138.25.78.11,15,46.67%,7,0.00%,2.4,0:01:53,0,$0.00,0.00%
/loi/desi,admin.ebscohost.com,15,46.67%,7,0.00%,1.93,0:00:24,0,$0.00,0.00%
/loi/desi,bt2ha9xt3y.search.serialssolutions.com,15,100.00%,15,0.00%,14.53,0:03:09,0,$0.00,0.00%
/loi/desi,catalogue.solent.ac.uk,15,46.67%,7,0.00%,9.73,0:05:24,0,$0.00,0.00%
/loi/desi,classroom.google.com,15,100.00%,15,46.67%,2.4,0:00:02,0,$0.00,0.00%
/loi/desi,com.slack,15,46.67%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/desi,daisy.dsv.su.se,15,100.00%,15,0.00%,13.6,0:03:09,0,$0.00,0.00%
/loi/desi,designpf.incom.org,15,100.00%,15,46.67%,2.93,0:00:20,0,$0.00,0.00%
/loi/desi,ds5tw8cn5h.search.serialssolutions.com,15,0.00%,0,0.00%,7.73,0:04:02,0,$0.00,0.00%
/loi/desi,eds.b.ebscohost.com,15,46.67%,7,0.00%,12.6,0:03:49,0,$0.00,0.00%
/loi/desi,en.m.wikipedia.org,15,100.00%,15,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/desi,er1.library.unsw.edu.au,15,46.67%,7,0.00%,50.47,0:25:39,0,$0.00,0.00%
/loi/desi,foroalfa.org,15,100.00%,15,0.00%,9.73,0:01:06,0,$0.00,0.00%
/loi/desi,hellerbooks.com,15,46.67%,7,0.00%,8.73,0:01:11,0,$0.00,0.00%
/loi/desi,ideation.mit.edu,15,46.67%,7,0.00%,3.87,0:08:53,0,$0.00,0.00%
/loi/desi,ilpokoskinen.com,15,46.67%,7,0.00%,1.93,0:00:00,0,$0.00,0.00%
/loi/desi,ils.cihe.edu.hk,15,46.67%,7,0.00%,7.73,0:15:04,0,$0.00,0.00%
/loi/desi,lib.leeds.ac.uk,15,0.00%,0,0.00%,15.53,0:33:40,0,$0.00,0.00%
/loi/desi,lib.nefu.edu.cn,15,100.00%,15,46.67%,4.4,0:01:37,0,$0.00,0.00%
/loi/desi,lib5.leeds.ac.uk,15,46.67%,7,0.00%,2.93,0:09:28,0,$0.00,0.00%
/loi/desi,library.didi.ac.ae,15,100.00%,15,0.00%,23.27,0:05:44,0,$0.00,0.00%
/loi/desi,login.humber.ca,15,0.00%,0,0.00%,3.87,0:00:08,0,$0.00,0.00%
/loi/desi,mica.libapps.com,15,0.00%,0,0.00%,2.93,0:00:26,0,$0.00,0.00%
/loi/desi,ntnu.blackboard.com,15,100.00%,15,0.00%,1.93,0:00:00,0,$0.00,0.00%
/loi/desi,padjournal.net,15,100.00%,15,46.67%,2.4,0:00:10,0,$0.00,0.00%
/loi/desi,researchgate.net,15,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/desi,s2.sci-hub.org.cn,15,0.00%,0,0.00%,12.6,0:03:18,0,$0.00,0.00%
/loi/desi,scholar.google.com,15,0.00%,0,0.00%,1.93,0:00:02,0,$0.00,0.00%
/loi/desi,sfx.nelliportaali.fi,15,46.67%,7,0.00%,7.27,0:01:10,0,$0.00,0.00%
/loi/desi,sherpa.ac.uk,15,100.00%,15,0.00%,4.87,0:00:49,0,$0.00,0.00%
/loi/desi,spabhopal.ac.in,15,100.00%,15,46.67%,1.47,0:00:19,0,$0.00,0.00%
/loi/desi,uib.no,15,0.00%,0,0.00%,9.73,0:08:36,0,$0.00,0.00%
/loi/desi,uwstout.courses.wisconsin.edu,15,0.00%,0,46.67%,1.93,0:00:33,0,$0.00,0.00%
/loi/desi,we.benilde.edu.ph,15,100.00%,15,0.00%,10.67,0:04:12,0,$0.00,0.00%
/loi/desi,webmail.hslu.ch,15,46.67%,7,0.00%,1.93,0:00:12,0,$0.00,0.00%
/loi/desi,0-eds.b.ebscohost.com.librarycat.risd.edu,7,100.00%,7,0.00%,14.57,0:06:17,0,$0.00,0.00%
/loi/desi,0213ge9p1.y.http.eds.a.ebscohost.com.proxy2.marmara-elibrary.com,7,100.00%,7,0.00%,10.43,0:01:41,0,$0.00,0.00%
/loi/desi,172.30.0.106,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/desi,192.168.0.216:8036,7,0.00%,0,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/desi,abcd.biblio.isdi.co.cu:9090,7,100.00%,7,0.00%,3.14,0:01:00,0,$0.00,0.00%
/loi/desi,aire.cab.unipd.it:9003,7,100.00%,7,0.00%,6.29,0:05:41,0,$0.00,0.00%
/loi/desi,ap01-a.alma.exlibrisgroup.com,7,100.00%,7,0.00%,5.14,0:00:50,0,$0.00,0.00%
/loi/desi,architecture.nd.edu,7,100.00%,7,0.00%,6.29,0:01:27,0,$0.00,0.00%
/loi/desi,architekton.org,7,100.00%,7,0.00%,4.14,0:00:27,0,$0.00,0.00%
/loi/desi,arts.idm.oclc.org,7,100.00%,7,0.00%,4.14,0:00:18,0,$0.00,0.00%
/loi/desi,arts.reindex.net,7,100.00%,7,0.00%,2.14,0:00:00,0,$0.00,0.00%
/loi/desi,awsanubis.ringling.edu,7,100.00%,7,0.00%,2.14,0:00:31,0,$0.00,0.00%
/loi/desi,azteca.cichcu.unam.mx:8991,7,100.00%,7,0.00%,49.86,0:35:38,0,$0.00,0.00%
/loi/desi,bg.asp.krakow.pl,7,100.00%,7,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/desi,biblioteca.artium.org,7,0.00%,0,100.00%,1,0:00:00,0,$0.00,0.00%
/loi/desi,biblioteca.ucp.edu.co,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
/loi/desi,bibliotekssystem-saml.statsbiblioteket.dk,7,100.00%,7,0.00%,8.29,0:00:35,0,$0.00,0.00%
/loi/desi,blog.naver.com,7,100.00%,7,0.00%,2.14,0:00:01,0,$0.00,0.00%
