"YEAR","MONTH","RESOURCE TYPE","RESOURCE ID","ISSN/ISBN","RESOURCE","RESOURCE URL","RESOURCE LAUNCH","AUTHOR","FORMAT","REQUESTS"
2018,9,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"html",1964
2018,9,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"pdf",1353
2018,9,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"html",322
2018,9,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"pdf",392
2018,9,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"html",2549
2018,9,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"pdf",1818
2018,9,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"html",58
2018,9,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"pdf",32
2018,9,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"html",126
2018,9,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"pdf",77
2018,10,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"html",382
2018,10,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"pdf",156
2018,10,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"html",670
2018,10,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"pdf",395
2018,10,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"html",4868
2018,10,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"pdf",3889
2018,10,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"html",265
2018,10,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"pdf",187
2018,10,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"html",15508
2018,10,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"pdf",19550
2018,10,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"html",4465
2018,10,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"pdf",1710
2018,10,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"html",4181
2018,10,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"pdf",4525
2018,10,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"html",605
2018,10,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"pdf",1228
2018,10,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"html",760
2018,10,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"pdf",463
2018,10,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"html",1658
2018,10,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"pdf",1191
2018,10,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"html",493
2018,10,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"pdf",339
2018,10,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"html",93
2018,10,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"pdf",21
2018,10,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"html",2910
2018,10,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"pdf",1569
2018,10,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"html",736
2018,10,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"pdf",449
2018,10,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"html",3329
2018,10,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"pdf",2401
2018,10,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"html",100
2018,10,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"pdf",33
2018,10,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"html",198
2018,10,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"pdf",173
2018,11,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"html",299
2018,11,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"pdf",179
2018,11,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"html",574
2018,11,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"pdf",405
2018,11,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"html",4640
2018,11,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"pdf",2105
2018,11,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"html",138
2018,11,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"pdf",86
2018,11,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"html",8535
2018,11,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"pdf",21376
2018,11,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"html",4500
2018,11,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"pdf",1690
2018,11,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"html",2962
2018,11,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"pdf",4498
2018,11,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"html",753
2018,11,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"pdf",1100
2018,11,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"html",583
2018,11,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"pdf",366
2018,11,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"html",1553
2018,11,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"pdf",1277
2018,11,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"html",633
2018,11,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"pdf",458
2018,11,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"html",111
2018,11,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"pdf",32
2018,11,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"html",2980
2018,11,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"pdf",1638
2018,11,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"html",868
2018,11,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"pdf",582
2018,11,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"html",2983
2018,11,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"pdf",2198
2018,11,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"html",74
2018,11,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"pdf",26
2018,11,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"html",288
2018,11,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"pdf",163
2018,12,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"html",165
2018,12,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"pdf",133
2018,12,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"html",320
2018,12,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"pdf",233
2018,12,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"html",2990
2018,12,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"pdf",1378
2018,12,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"html",83
2018,12,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"pdf",45
2018,12,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"html",5381
2018,12,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"pdf",11679
2018,12,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"html",2860
2018,12,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"pdf",1220
2018,12,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"html",2123
2018,12,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"pdf",2979
2018,12,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"html",448
2018,12,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"pdf",641
2018,12,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"html",305
2018,12,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"pdf",279
2018,12,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"html",1008
2018,12,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"pdf",1256
2018,12,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"html",484
2018,12,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"pdf",333
2018,12,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"html",66
2018,12,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"pdf",15
2018,12,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"html",1959
2018,12,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"pdf",1147
2018,12,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"html",450
2018,12,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"pdf",371
2018,12,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"html",1982
2018,12,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"pdf",1717
2018,12,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"html",31
2018,12,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"pdf",13
2018,12,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"html",147
2018,12,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"pdf",109
2019,1,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"html",252
2019,1,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"pdf",131
2019,1,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"html",627
2019,1,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"pdf",398
2019,1,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"html",2595
2019,1,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"pdf",1441
2019,1,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"html",88
2019,1,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"pdf",55
2019,1,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"html",4904
2019,1,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"pdf",15014
2019,1,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"html",2814
2019,1,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"pdf",1198
2019,1,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"html",2131
2019,1,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"pdf",3438
2019,1,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"html",416
2019,1,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"pdf",571
2019,1,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"html",496
2019,1,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"pdf",552
2019,1,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"html",919
2019,1,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"pdf",1693
2019,1,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"html",387
2019,1,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"pdf",307
2019,1,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"html",71
2019,1,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"pdf",5
2019,1,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"html",2093
2019,1,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"pdf",1193
2019,1,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"html",426
2019,1,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"pdf",365
2019,1,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"html",2350
2019,1,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"pdf",2059
2019,1,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"html",34
2019,1,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"pdf",10
2019,1,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"html",198
2019,1,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"pdf",118
"YEAR","MONTH","RESOURCE TYPE","RESOURCE ID","ISSN/ISBN","RESOURCE","RESOURCE URL","RESOURCE LAUNCH","AUTHOR","FORMAT","REQUESTS"
2019,2,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"html",243
2019,2,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"pdf",129
2019,2,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"html",398
2019,2,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"pdf",411
2019,2,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"html",5409
2019,2,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"pdf",3612
2019,2,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"html",132
2019,2,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"pdf",120
2019,2,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"html",6034
2019,2,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"pdf",14905
2019,2,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"html",3591
2019,2,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"pdf",1577
2019,2,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"html",2769
2019,2,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"pdf",3984
2019,2,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"html",473
2019,2,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"pdf",885
2019,2,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"html",431
2019,2,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"pdf",372
2019,2,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"html",1191
2019,2,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"pdf",1473
2019,2,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"html",957
2019,2,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"pdf",476
2019,2,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"html",67
2019,2,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"pdf",25
2019,2,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"html",1892
2019,2,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"pdf",1059
2019,2,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"html",571
2019,2,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"pdf",304
2019,2,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"html",2866
2019,2,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"pdf",2308
2019,2,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"html",51
2019,2,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"pdf",32
2019,2,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"html",217
2019,2,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"pdf",106
2019,3,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"html",221
2019,3,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"pdf",123
2019,3,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"html",516
2019,3,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"pdf",310
2019,3,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"html",5194
2019,3,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"pdf",3199
2019,3,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"html",77
2019,3,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"pdf",129
2019,3,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"html",8096
2019,3,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"pdf",10862
2019,3,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"html",3952
2019,3,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"pdf",1509
2019,3,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"html",3455
2019,3,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"pdf",4491
2019,3,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"html",540
2019,3,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"pdf",615
2019,3,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"html",549
2019,3,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"pdf",463
2019,3,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"html",1729
2019,3,"journal",149,"1537-9477","PAJ: A Journal of Performance and Art","http://muse.jhu.edu/journal/149","1996-01-01",,"pdf",1554
2019,3,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"html",617
2019,3,"journal",163,"1530-9274","Perspectives on Science","http://muse.jhu.edu/journal/163","1998-04-01",,"pdf",484
2019,3,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"html",107
2019,3,"journal",165,"1531-328x","The Harvard International Journal of...","http://muse.jhu.edu/journal/165","1999-07-01",,"pdf",20
2019,3,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"html",2631
2019,3,"journal",193,"1531-4715","TDR: The Drama Review","http://muse.jhu.edu/journal/193","1999-08-01",,"pdf",1681
2019,3,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"html",596
2019,3,"journal",209,"1530-9177","The Washington Quarterly","http://muse.jhu.edu/journal/209","1999-12-01",,"pdf",524
2019,3,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"html",3413
2019,3,"journal",219,"1536-0091","Global Environmental Politics","http://muse.jhu.edu/journal/219","2003-04-17",,"pdf",2707
2019,3,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"html",102
2019,3,"journal",554,"1558-2485","Innovations: Technology, Governance, Globalization","http://muse.jhu.edu/journal/554","2012-07-11",,"pdf",44
2019,3,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"html",349
2019,3,"journal",675,"1937-2108","African Arts","http://muse.jhu.edu/journal/675","2016-05-04",,"pdf",188
2019,4,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"html",585
2019,4,"journal",3,"1536-0075","The American Journal of Bioethics","http://muse.jhu.edu/journal/3","2002-02-01",,"pdf",298
2019,4,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"html",527
2019,4,"journal",34,"1531-5169","Computer Music Journal","http://muse.jhu.edu/journal/34","2001-03-01",,"pdf",338
2019,4,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"html",4548
2019,4,"journal",43,"1531-3298","Journal of Cold War Studies","http://muse.jhu.edu/journal/43","1999-01-01",,"pdf",2499
2019,4,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"html",93
2019,4,"journal",83,"1531-5088","International Organization","http://muse.jhu.edu/journal/83","2002-02-01",,"pdf",126
2019,4,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"html",6822
2019,4,"journal",84,"1531-4804","International Security","http://muse.jhu.edu/journal/84","2001-03-01",,"pdf",9297
2019,4,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"html",3935
2019,4,"journal",94,"1530-9169","Journal of Interdisciplinary History","http://muse.jhu.edu/journal/94","1999-05-01",,"pdf",1662
2019,4,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"html",3110
2019,4,"journal",116,"1530-9282","Leonardo","http://muse.jhu.edu/journal/116","2001-02-01",,"pdf",5941
2019,4,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"html",540
2019,4,"journal",117,"1530-9150","Linguistic Inquiry","http://muse.jhu.edu/journal/117","2000-10-01",,"pdf",602
2019,4,"journal",119,"1531-4812","Leonardo Music Journal","http://muse.jhu.edu/journal/119","2000-12-01",,"html",535
